Ticket id,Interaction id,Interaction date,Mailbox,Ticket Summary,Interaction content,Innso TYPOLOGY_TICKET ,Type 1,Type 2,Type 3,Type 4
22978,64246,44805.43056,support.pt@aspiegel.com,appgallery problems and suggestions,description nu merge instalat contact information vxxxxx@xxxx.com sent from my huawei phone,AppGallery &amp; Games / Suggestions &amp; Feedback,,,,
22978,64255,44805.44375,support.eu@aspiegel.com,appgallery problems and suggestions,"stimate client, vă mulțumim că ați contactat aspiegel. sperăm că sunteti bine. pentru a vă oferi cea mai bună soluție, vă solicitam urmatoarele informații: 1. o descriere a problemei. 2. o captură de ecran sau o înregistrare video a erorii. 3. momentul în care s-a produs problema. 4. id-ul dumneavoastra de huawei: appgallery>hms core>deschideți apoi faceți o captură de ecran. 5. modelul telefonului dvs. 6. numărul sn al dispozitivului dvs. 7. versiunea appgallery: huawei appgallery>me> about. 8. hms core version: huawei appgallery>hms core>deschideți>setări>about. 9. aplicație asociată. 10. versiunea aplicației asociate. 11. registrul appgallery dacă aveți întrebări suplimentare, nu ezitați să răspundeți la acest e-mail și vom fi bucuroși să vă ajutăm să vă clarificați îndoielile. cu respect, claudiu aspiegel customer support team aspiegel se is a company incorporated under the laws of ireland with its headquarters in dublin, ireland. aspiegel se is the provider of huawei mobile services to huawei and honor device owners in europe, canada, australia, new zealand and other countries. from : xxxxx@xxxx.com sent : thursday 01 september *****(phone) 11:20 to : xxxxx@xxxx.com subject : appgallery problems and suggestions description nu merge instalat contact information vxxxxx@xxxx.com sent from my huawei phone",AppGallery &amp; Games / Suggestions &amp; Feedback,,,,
22977,64245,44805.43056,support.pt@aspiegel.com,appgallery problems and suggestions,description nu se instalează contact information vxxxxx@xxxx.com sent from my huawei phone,AppGallery &amp; Games / Suggestions &amp; Feedback,,,,
22972,64235,44805.42292,support.pt@aspiegel.com,appgallery probleme și sugestii,descriere nu merge stumble guysul informații contact nu pot spune trimis de pe telefonul meu huawei,AppGallery &amp; Games / Other Requests,,,,
22972,64242,44805.43056,support.pt@aspiegel.com,appgallery probleme și sugestii,"stimate client, vă mulțumim că ați contactat aspiegel. sperăm că vă simțiți bine. acest e-mail este în legătură cu solicitarea dvs. privind problema appgallery. pentru a o putea investiga în continuare, vă rugăm să ne furnizați următoarele: 1. o descriere a problemei 2. o captură de ecran sau o înregistrare video a erorii 3. momentul în care s-a produs problema 4. id-ul dvs. huawei: app gallery>hms core>deschideți apoi faceți o captură de ecran 5. modelul telefonului dvs. 6. numărul sn al dispozitivului dvs. 7. versiunea app gallery: huawei app gallery>me> about 8. hms core version: huawei app gallery>hms core>deschideți>setări>despre 9. aplicație aferentă 10. versiunea aplicației aferente 11. jurnal de aplicații vă mulțumim pentru cooperare. pentru întrebări suplimentare, vă rugăm să nu ezitați să răspundeți la acest mesaj și vom fi bucuroși să vă ajutăm să vă clarificați nelămuririle. cu stimă, stela echipa de asistență pentru clienți aspiegel a aspiegel se é uma empresa constituída segundo as leis da irlanda, com sede em dublin, irlanda. aspiegel se é o provedor de huawei mobile services para huawei e honor proprietários de dispositivos na europa, canadá, austrália, nova zelândia e outros países. from : xxxxx@xxxx.com sent : thursday 01 september *****(phone) 11:09 to : xxxxx@xxxx.com subject : appgallery probleme și sugestii descriere nu merge stumble guysul informații contact nu pot spune trimis de pe telefonul meu huawei",AppGallery &amp; Games / Other Requests,,,,
22964,64211,44805.39028,support.pt@aspiegel.com,bonus place my appgallery проблемы и предложения,"dear customer, thank you for contacting *****(person). we hope you’re doing well. in order to give you the best solution, could you please clarify your request with following information: a description of the issue a screenshot or record video of error when issue happened your huawei id: app gallery>hms core>open then take a screenshot your phone model sn number of your device app gallery version: huawei app gallery>me> about hms core version: huawei app gallery>hms core>open> settings> about related app related app version the log of app gallery if you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. sincerely, alexandra *****(person) customer support team a *****(person) se é uma empresa constituída segundo as leis da irlanda, com sede em dublin, irlanda. *****(person) se é o provedor de huawei mobile services para huawei e honor proprietários de dispositivos na europa, canadá, austrália, nova zelândia e outros países. from : xxxxx@xxxx.com sent : thursday 01 september *****(phone) 10:09 to : xxxxx@xxxx.com subject : bonus place my appgallery проблемы и предложения",AppGallery &amp; Games / Other Requests,,,,
22963,64202,44805.38125,support.pt@aspiegel.com,appgallery проблемы и предложения,timestamp: *****(phone)-06-28t11:17:39z message: aadsts*****(phone): the endpoint only accepts post requests. received a get request. контактные данные *****(phone) request id: *****(phone)-ae29-*****(phone)-bed1-6d*****(phone)a400 correlation id: bdd986f6-7e0c-4a65-a7dc-1c*****(phone)a*****(phone),AppGallery &amp; Games / Other Requests,,,,
22963,64209,44805.38819,support.pt@aspiegel.com,appgallery проблемы и предложения,"dear customer, thank you for contacting *****(person). we hope you’re doing well. in order to give you the best solution, could you please clarify your request with following information: a description of the issue a screenshot or record video of error when issue happened your huawei id: app gallery>hms core>open then take a screenshot your phone model sn number of your device app gallery version: huawei app gallery>me> about hms core version: huawei app gallery>hms core>open> settings> about related app related app version the log of app gallery if you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. sincerely, alexandra *****(person) customer support team a *****(person) se é uma empresa constituída segundo as leis da irlanda, com sede em dublin, irlanda. *****(person) se é o provedor de huawei mobile services para huawei e honor proprietários de dispositivos na europa, canadá, austrália, nova zelândia e outros países. from : xxxxx@xxxx.com sent : thursday 01 september *****(phone) 10:09 to : xxxxx@xxxx.com subject : appgallery проблемы и предложения timestamp: *****(phone)-06-28t11:17:39z message: aadsts*****(phone): the endpoint only accepts post requests. received a get request. контактные данные *****(phone) request id: *****(phone)-ae29-*****(phone)-bed1-6d*****(phone)a400 correlation id: bdd986f6-7e0c-4a65-a7dc-1c*****(phone)a*****(phone)",AppGallery &amp; Games / Other Requests,,,,
22962,64200,44805.38125,support.eu@aspiegel.com,vip september special ch,how do i become a vip if i do saw if it's right you have to spend *****(phone) chf every month and i spend over *****(phone) chf i wanted to ask i do i get the vip for the exclusive monthly offer.,"AppGallery &amp; Games /  Information request (e.g. prize delivery timeframe, how to join campaign)",,,,
22962,64225,44805.40833,support.eu@aspiegel.com,vip september special ch,"dear customer, thank you for contacting *****(person). we hope you’re doing well. this email is in regards to your concern about how to become a vip. can you please give us more details about the campaign you are trying to participate so we can assist further? -the name/title of the campaign - the activity region/country if you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. sincerely, stela *****(person) customer support team *****(person) se is a company incorporated under the laws of ireland with its headquarters in dublin, ireland. *****(person) se is the provider of huawei mobile services to huawei and honor device owners in *****(loc), canada, australia, new zealand and other countries. from : xxxxx@xxxx.com sent : thursday 01 september *****(phone) 10:09 to : xxxxx@xxxx.com subject : vip september special ch how do i become a vip if i do saw if it's right you have to spend *****(phone) chf every month and i spend over *****(phone) chf i wanted to ask i do i get the vip for the exclusive monthly offer.","AppGallery &amp; Games /  Information request (e.g. prize delivery timeframe, how to join campaign)",,,,
22962,64230,44805.4125,support.eu@aspiegel.com,vip september special ch,"the name: vip september special ch (vip users only) country : switzerland ‫בתאריך יום ה׳, 1 בספט׳ *****(phone) ב-11:49 מאת <‪xxxxx@xxxx.com‬‏>:‬ dear customer, thank you for contacting *****(person). we hope you’re doing well. this email is in regards to your concern about how to become a vip. can you please give us more details about the campaign you are trying to participate so we can assist further? -the name/title of the campaign - the activity region/country if you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. sincerely, stela *****(person) customer support team *****(person) se is a company incorporated under the laws of ireland with its headquarters in dublin, ireland. *****(person) se is the provider of huawei mobile services to huawei and honor device owners in *****(loc), canada, australia, new zealand and other countries. from : xxxxx@xxxx.com sent : thursday 01 september *****(phone) 10:09 to : xxxxx@xxxx.com subject : vip september special ch how do i become a vip if i do saw if it's right you have to spend *****(phone) chf every month and i spend over *****(phone) chf i wanted to ask i do i get the vip for the exclusive monthly offer. *****(phone)","AppGallery &amp; Games /  Information request (e.g. prize delivery timeframe, how to join campaign)",,,,
22962,64411,44805.63194,support.eu@aspiegel.com,vip september special ch,"dear customer, we hope you are doing well. we are bringing you an answer regarding your concern. after checks, it seemed that the vip campaign page had an issue which is fixed now. in this case, we advise you to click on appgallery>campaigns>vip september special ch and you will be able to find all the information and the terms & conditions at the end. in the terms &conditions it is specified: ""5. how to enter. 5.1 any user who makes purchases by debit/credit card, direct carrier billing, or paypal in all games that downloaded from appgallery/ game center may opt to participate in the campaign. 5.2 this offer is only available to huawei and other android device users whose unique huawei id is registered within the campaign territory stated in section 3, where the participant also resides. the participant's huawei id service region and ip address shall also correspond to their country of residence. "" at the end of the campaign terms & conditions, you can also find the list of the games. if you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. sincerely, stela aspiegel customer support team aspiegel se is a company incorporated under the laws of ireland with its headquarters in dublin, ireland. aspiegel se is the provider of huawei mobile services to huawei and honor device owners in *****(loc), canada, australia, new zealand and other countries. from : xxxxx@xxxx.com sent : thursday 01 september *****(phone) 10:09 to : xxxxx@xxxx.com subject : vip september special ch how do i become a vip if i do saw if it's right you have to spend *****(phone) chf every month and i spend over *****(phone) chf i wanted to ask i do i get the vip for the exclusive monthly offer.","AppGallery &amp; Games /  Information request (e.g. prize delivery timeframe, how to join campaign)",,,,
22962,64425,44805.64931,support.eu@aspiegel.com,vip september special ch,"if it's fine to ask what's new in september month? ‫בתאריך יום ה׳, 1 בספט׳ *****(phone) ב-17:10 מאת <‪xxxxx@xxxx.com‬‏>:‬ dear customer, we hope you are doing well. we are bringing you an answer regarding your concern. after checks, it seemed that the vip campaign page had an issue which is fixed now. in this case, we advise you to click on appgallery>campaigns>vip september special ch and you will be able to find all the information and the terms & conditions at the end. in the terms &conditions it is specified: ""5. how to enter. 5.1 any user who makes purchases by debit/credit card, direct carrier billing, or paypal in all games that downloaded from appgallery/ game center may opt to participate in the campaign. 5.2 this offer is only available to huawei and other android device users whose unique huawei id is registered within the campaign territory stated in section 3, where the participant also resides. the participant's huawei id service region and ip address shall also correspond to their country of residence. "" at the end of the campaign terms & conditions, you can also find the list of the games. if you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. sincerely, stela aspiegel customer support team aspiegel se is a company incorporated under the laws of ireland with its headquarters in dublin, ireland. aspiegel se is the provider of huawei mobile services to huawei and honor device owners in *****(loc), canada, australia, new zealand and other countries. from : xxxxx@xxxx.com sent : thursday 01 september *****(phone) 10:09 to : xxxxx@xxxx.com subject : vip september special ch how do i become a vip if i do saw if it's right you have to spend *****(phone) chf every month and i spend over *****(phone) chf i wanted to ask i do i get the vip for the exclusive monthly offer. *****(phone)","AppGallery &amp; Games /  Information request (e.g. prize delivery timeframe, how to join campaign)",,,,
22962,64469,44805.72361,support.eu@aspiegel.com,reply,"dear user, thank you for your cooperation. to build better game experience, we build discord channel to update you the latest game campaign, discount activities, and provide you direct services. we recommend you to use our discord channel therefore, you can directly contact our dedicated game operation staff through discord channel. here is the discord link that serves your country (switzerland): https://discord.gg/dacxqnc4q we hope this information is useful and that it will solve your problem. if you have any further questions, please do not hesitate to reply to this e-mail and we will be happy to help you resolve your doubts. sincerely, madalin aspiegel customer support team aspiegel se is a company incorporated under the laws of ireland with its headquarters in dublin, ireland. aspiegel se is the provider of huawei mobile services to huawei and honor device owners in *****(loc), canada, australia, new zealand and other countries.","AppGallery &amp; Games /  Information request (e.g. prize delivery timeframe, how to join campaign)",,,,
22959,64193,44805.36806,support.pt@aspiegel.com,g appgallery problem och försla ap appgallery problems and suggestionspgallery problem och förslag,beskrivning inga certifikat hittades. kontaktinformation axxxxx@xxxx.com,AppGallery &amp; Games / Suggestions &amp; Feedback,,,,
22959,64406,44805.62361,support.pt@aspiegel.com,appgallery problem och förslag appgallery problems and suggestions,"dear customer, thank you for contacting *****(person). we hope you’re doing well. in order to give you the best solution, could you please clarify your request with following information: 1. a description of the issue 2. a screenshot or record video of error 3. when issue happened 4. your huawei id: app gallery>hms core>open then take a screenshot 5. your phone model 6. sn number of your device 7. app gallery version: huawei app gallery>me> about 8. hms core version: huawei app gallery>hms core>open> settings> about 9. related app 10. related app version 11. the log of app gallery if you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. sincerely, *****(person) customer support team a *****(person) se é uma empresa constituída segundo as leis da irlanda, com sede em dublin, irlanda. *****(person) se é o provedor de huawei mobile services para huawei e honor proprietários de dispositivos na europa, canadá, austrália, nova zelândia e outros países. from : xxxxx@xxxx.com sent : thursday 01 september *****(phone) 08:50 to : xxxxx@xxxx.com subject : appgallery problem och förslag beskrivning inga certifikat hittades. kontaktinformation axxxxx@xxxx.com",AppGallery &amp; Games / Suggestions &amp; Feedback,,,,
22956,64184,44805.35764,support.eu@aspiegel.com,problème cashback,"bonjour, je vous envoie ce message car je n'ai pas reçu de cashback sur une offre disponible photo a l'appui, le bot n'a pas su m'aider et me renvoie vers vous. l problème n'est pas récurent il est arrivé le 28 aout huawei id : *****(phone) merci matteo convert",AppGallery &amp; Games / Unable to claim the prize/points/coupons,,,,
22956,64195,44805.37083,support.eu@aspiegel.com,problème cashback,"cher matteo, merci d'avoir contacté aspiegel. nous espérons que vous allez bien. *****(loc) e-mail est à propos de votre demande concer t le cashback pour les achats dans le jeu. pour améliorer l'expérience de jeu, nous avons créé un canal discord pour vous tenir au courant des dernières campagnes de jeu, des activités de réduction et pour vous fournir des services directs. nous vous recommandons de nous contacter via le canal discord : https://discord.gg/3btjjqhcpe depuis votre ordinateur directement. nos collègues sont les plus qualifiés et vous aideront volontiers. si vous avez d'autres questions, n'hésitez pas à répondre à cet e-mail et nous serons heureux de vous aider à résoudre vos doutes. sincèrement, stela l'équipe de support client d'aspiegel aspiegel se is a company incorporated under the laws of *****(loc) with its headquarters in dublin, *****(loc). aspiegel se is the provider of huawei mobile services to huawei and honor device owners in europe, *****(loc), *****(loc), new zealand and other countries. from : xxxxx@xxxx.com sent : thursday 01 september *****(phone) 09:35 to : xxxxx@xxxx.com subject : problème cashback bonjour, je vous envoie ce message car je n'ai pas reçu de cashback sur une offre disponible photo a l'appui, le bot n'a pas su m'aider et me renvoie vers vous. l problème n'est pas récurent il est arrivé le 28 aout huawei id : *****(phone) merci matteo convert",AppGallery &amp; Games / Unable to claim the prize/points/coupons,,,,
22948,64155,44805.33194,support.pt@aspiegel.com,appgallery problémák és javaslatok,leírás versionproblem névjegy információk xxxxx@xxxx.com,AppGallery &amp; Games / Other Requests,,,,
22948,64157,44805.33611,support.pt@aspiegel.com,appgallery problémák és javaslatok,"dear customer, thank you for contacting *****(person). we hope you’re doing well. in order to give you the best solution, could you please clarify your request with following information: a description of the issue a screenshot or record video of error when issue happened your huawei id: app gallery>hms core>open then take a screenshot your phone model sn number of your device app gallery version: huawei app gallery>me> about hms core version: huawei app gallery>hms core>open> settings> about related app related app version the log of app gallery if you have any further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. sincerely, alexandra *****(person) customer support team a *****(person) se é uma empresa constituída segundo as leis da irlanda, com sede em dublin, irlanda. *****(person) se é o provedor de huawei mobile services para huawei e honor proprietários de dispositivos na europa, canadá, austrália, nova zelândia e outros países. from : xxxxx@xxxx.com sent : thursday 01 september *****(phone) 08:58 to : xxxxx@xxxx.com subject : appgallery problémák és javaslatok leírás versionproblem névjegy információk xxxxx@xxxx.com",AppGallery &amp; Games / Other Requests,,,,
22944,64148,44805.27708,support.eu@aspiegel.com,,product: appgallery & games requests: refund request: in-app purchase not received contact full name: *****(per) valencia phone numbe +*****(phone) contact email address: xxxxx@xxxx.com huawei id account: xxxxx@xxxx.com summary of the issue: compra realizada y descontada pero no me llegó nada al juego home | news | events | products | partners | support copyright aspiegel se,AppGallery &amp; Games /  Refund request: unwanted subscription/ item/ app,,,,
22944,64216,44805.39722,support.eu@aspiegel.com,,"estimado *****(per), gracias por contactar con aspiegel. espero que le vaya bien. este correo electrónico es en relación con su preocupación sobre ''compra en la aplicación no recibida''. estoy encantado de asistirle con su problema y haré todo lo posible para ayudarle. ¿quiere recibir el artículo comprado o un reembolso? si quiere recibir el artículo: la mejor solución sería que usted se ponga en contacto con el servicio de atención al cliente del juego, ya que los desarrolladores son los únicos que pueden enviar los artículos directamente. si quiere recibir un reembolso: usted debería ponerse en contacto con el desarrollador de la aplicación en cuestión para acceptarle el reembolso por escrito. hemos verificado en nuestro sistema que su cuenta de huawei id ha sido registrada en otro sitio. por lo tanto, no tenemos acceso a la información de su cuenta. tendrá que ponerse en contacto con el servicio de atención al cliente de su región. por favor, acceda a este enlace https://consumer.huawei.com/en/support/contact-us/ y compruebe el servicio de atención al cliente de su país. atentamente, *****(per) customer support team aspiegel se is a company incorporated under the laws of *****(loc) with its headquarters in *****(loc), *****(loc). aspiegel se is the provider of huawei mobile services to huawei and honor device owners in europe, canada, *****(loc), new zealand and other countries. from : xxxxx@xxxx.com sent : thursday 01 september *****(phone) 07:39 to : xxxxx@xxxx.com subject : product: appgallery & games requests: refund request: in-app purchase not received contact full name: *****(per) nicolas espinosa valencia phone numbe +*****(phone) contact email address: xxxxx@xxxx.com huawei id account: xxxxx@xxxx.com summary of the issue: compra realizada y descontada pero no me llegó nada al juego home | news | events | products | partners | support copyright aspiegel se",AppGallery &amp; Games /  Refund request: unwanted subscription/ item/ app,,,,
22943,64147,44805.20972,support.pt@aspiegel.com,appgallery problems and suggestions,description how to installed contact information txxxxx@xxxx.com sent from my huawei phone,AppGallery &amp; Games / Other Requests,,,,
22943,64213,44805.39514,support.pt@aspiegel.com,appgallery problems and suggestions,"dear customer, thank you for contacting *****(person). we hope you are doing well. this email is in regards to your concern about your appgallery issue. in order to be able to further investigate it, can you please provide us with the following: 1. a description of the issue 2. a screenshot or record video of error 3. when issue happened 4. your huawei id: app gallery>hms core>open then take a screenshot 5. your phone model 6. sn number of your device 7. app gallery version: huawei app gallery>me> about 8. hms core version: huawei app gallery>hms core>open> settings> about 9. related app 10. related app version 11. the log of app gallery thank you for your cooperation. for further questions, please feel free to reply to this email thread and we will be happy to walk you through your doubts. sincerely, stela *****(person) customer support team a *****(person) se é uma empresa constituída segundo as leis da irlanda, com sede em dublin, irlanda. *****(person) se é o provedor de huawei mobile services para huawei e honor proprietários de dispositivos na europa, canadá, austrália, nova zelândia e outros países. from : xxxxx@xxxx.com sent : thursday 01 september *****(phone) 06:02 to : xxxxx@xxxx.com subject : appgallery problems and suggestions description how to installed contact information txxxxx@xxxx.com sent from my huawei phone",AppGallery &amp; Games / Other Requests,,,,
22938,64257,44805.44722,support.pt@aspiegel.com,appgallery probleme și sugestii,"stimate client, vă mulțumim că ați contactat aspiegel. sperăm că sunteti bine. pentru a vă oferi cea mai bună soluție, vă solicitam urmatoarele informații: 1. o descriere a problemei. 2. o captură de ecran sau o înregistrare video a erorii. 3. momentul în care s-a produs problema. 4. id-ul dumneavoastra de huawei: appgallery>hms core>deschideți apoi faceți o captură de ecran. 5. modelul telefonului dvs. 6. numărul sn al dispozitivului dvs. 7. versiunea appgallery: huawei appgallery>me> about. 8. hms core version: huawei appgallery>hms core>deschideți>setări>about. 9. aplicație asociată. 10. versiunea aplicației asociate. 11. registrul appgallery dacă aveți întrebări suplimentare, nu ezitați să răspundeți la acest e-mail și vom fi bucuroși să vă ajutăm să vă clarificați îndoielile. cu respect, claudiu aspiegel customer support team a aspiegel se é uma empresa constituída segundo as leis da irlanda, com sede em dublin, irlanda. aspiegel se é o provedor de huawei mobile services para huawei e honor proprietários de dispositivos na europa, canadá, austrália, nova zelândia e outros países. from : xxxxx@xxxx.com sent : thursday 01 september *****(phone) 00:22 to : xxxxx@xxxx.com subject : appgallery probleme și sugestii descriere nu imi merge mesajele la agenda informații contact *****(phone) trimis de pe telefonul meu",AppGallery &amp; Games / Suggestions &amp; Feedback,,,,
22935,64164,44805.34306,support.eu@aspiegel.com,problems and suggestions,"dear customer, thank you for choosing *****(person). we hope that you are doing well. i am glad to assist you with your inquiry and i will do my best to help you with your problem. perform the following to troubleshoot: clear the cache data of google play store and google play services:（note:this action will clear your google account data. it is recommended that you back up the data before doing so. open settings, search for apps, go to more > show system processes, and touch google play store. then go to storage > clear data. repeat the steps for google play services. check whether your phone has a good network connection. it is recommended that you download the app in a good network environment. check whether digital balance/student mode is enabled. if yes, open settings, search for digital balance or student mode, disable it, and try again. restart the device. please do not hesitate to contact us if we can be your further assistance. with kind regards, marian *****(person) customer support team *****(person) se is a company incorporated under the laws of ireland with its headquarters in dublin, ireland. *****(person) se is the provider of huawei mobile services to huawei and honor device owners in *****(loc), canada, australia, new zealand and other countries. from : xxxxx@xxxx.com sent : wednesday 31 august *****(phone) 23:13 to : xxxxx@xxxx.com subject : appgallery problems and suggestions am finding it very difficult to access my google play store up sent from my honor phone",AppGallery &amp; Games / Other Requests,,,,
22931,64270,44805.46667,support.pt@aspiegel.com,envio de recompensa resgatada sending redeemed rewards,"estimado hugo brito, recomendamos que nos contacte através do canal discordar https://discord.gg/tkyzc5cagu a partir do ambiente de trabalho do seu computador directamente. se tiver quaisquer dificuldades na utilização da discórdia ou se preferir que nós tratemos do caso, queira fornecer-nos as seguintes informações para uma investigação mais aprofundada: 1. a sua identificação huawei 2. o seu país de serviço appgallery> me> configurações> país 2. o nome da aplicação do jogo 3. o nome da campanha em que participou 4. descreva quantos pontos/huawei/coupon/preço lhe foram destinados 5. informações de contacto da sua conta discordante, se aplicável se tiver mais alguma questão, por favor, sinta-se à vontade para responder a este tópico de correio electrónico e teremos todo o prazer em esclarecê-lo sobre as suas dúvidas. atenciosamente, marian aspiegel customer support team a aspiegel se é uma empresa constituída segundo as leis da irlanda, com sede em dublin, irlanda. aspiegel se é o provedor de huawei mobile services para huawei e honor proprietários de dispositivos na europa, canadá, austrália, nova zelândia e outros países. from : xxxxx@xxxx.com sent : wednesday 31 august *****(phone) 21:53 to : xxxxx@xxxx.com subject : envio de recompensa resgatada boa noite, no decorrer do vosso concurso de verão realizado na app gallery, tendo eu feito o download das apps e recolhido os pontos necessários para o resgate do prémio que pretendia pergunto qual a previsão de entrega do mesmo. junto anexo foto do respetivo prémio. atentamente, hugo brito *****(phone) obter outlook para android","AppGallery &amp; Games /  Information request (e.g. prize delivery timeframe, how to join campaign)",,,,
22931,64278,44805.46944,support.pt@aspiegel.com,envio de recompensa resgatada sending redeemed rewards,"bom dia, não tenho computador obter outlook para android from: xxxxx@xxxx.com sent: thursday, september 1, *****(phone) 11:12:40 am to: xxxxx@xxxx.com subject: envio de recompensa resgatada estimado hugo brito, recomendamos que nos contacte através do canal discordar https://discord.gg/tkyzc5cagu a partir do ambiente de trabalho do seu computador directamente. se tiver quaisquer dificuldades na utilização da discórdia ou se preferir que nós tratemos do caso, queira fornecer-nos as seguintes informações para uma investigação mais aprofundada: 1. a sua identificação huawei 2. o seu país de serviço appgallery> me> configurações> país 2. o nome da aplicação do jogo 3. o nome da campanha em que participou 4. descreva quantos pontos/huawei/coupon/preço lhe foram destinados 5. informações de contacto da sua conta discordante, se aplicável se tiver mais alguma questão, por favor, sinta-se à vontade para responder a este tópico de correio electrónico e teremos todo o prazer em esclarecê-lo sobre as suas dúvidas. atenciosamente, marian aspiegel customer support team a aspiegel se é uma empresa constituída segundo as leis da irlanda, com sede em dublin, irlanda. aspiegel se é o provedor de huawei mobile services para huawei e honor proprietários de dispositivos na europa, canadá, austrália, nova zelândia e outros países. from : xxxxx@xxxx.com sent : wednesday 31 august *****(phone) 21:53 to : xxxxx@xxxx.com subject : envio de recompensa resgatada boa noite, no decorrer do vosso concurso de verão realizado na app gallery, tendo eu feito o download das apps e recolhido os pontos necessários para o resgate do prémio que pretendia pergunto qual a previsão de entrega do mesmo. junto anexo foto do respetivo prémio. atentamente, hugo brito *****(phone) obter outlook para android *****(phone)","AppGallery &amp; Games /  Information request (e.g. prize delivery timeframe, how to join campaign)",,,,
22931,64290,44805.49097,support.pt@aspiegel.com,envio de recompensa resgatada sending redeemed rewards,"estimado hugo brito, obrigado pelo seu regresso e pela sua resposta rápida. neste caso, a fim de o podermos ajudar, precisaremos das seguintes informações da sua parte: 1. a sua identificação huawei 2. o seu país de serviço appgallery> me> configurações> país 2. o nome da aplicação do jogo 3. o nome da campanha em que participou 4. descreva quantos pontos/huawei/coupon/preço lhe foram destinados 5. informações de contacto da sua conta discordante, se aplicável se tiver mais alguma questão, por favor, sinta-se à vontade para responder a este tópico de correio electrónico e teremos todo o prazer em esclarecê-lo sobre as suas dúvidas. atenciosamente, marian aspiegel customer support team a aspiegel se é uma empresa constituída segundo as leis da irlanda, com sede em dublin, irlanda. aspiegel se é o provedor de huawei mobile services para huawei e honor proprietários de dispositivos na europa, canadá, austrália, nova zelândia e outros países. from : xxxxx@xxxx.com sent : thursday 01 september *****(phone) 12:16 to : xxxxx@xxxx.com subject : envio de recompensa resgatada bom dia, não tenho computador obter outlook para android from: xxxxx@xxxx.com sent: thursday, september 1, *****(phone) 11:12:40 am to: xxxxx@xxxx.com subject: envio de recompensa resgatada estimado hugo brito, recomendamos que nos contacte através do canal discordar https://discord.gg/tkyzc5cagu a partir do ambiente de trabalho do seu computador directamente. se tiver quaisquer dificuldades na utilização da discórdia ou se preferir que nós tratemos do caso, queira fornecer-nos as seguintes informações para uma investigação mais aprofundada: 1. a sua identificação huawei 2. o seu país de serviço appgallery> me> configurações> país 2. o nome da aplicação do jogo 3. o nome da campanha em que participou 4. descreva quantos pontos/huawei/coupon/preço lhe foram destinados 5. informações de contacto da sua conta discordante, se aplicável se tiver mais alguma questão, por favor, sinta-se à vontade para responder a este tópico de correio electrónico e teremos todo o prazer em esclarecê-lo sobre as suas dúvidas. atenciosamente, marian aspiegel customer support team a aspiegel se é uma empresa constituída segundo as leis da irlanda, com sede em dublin, irlanda. aspiegel se é o provedor de huawei mobile services para huawei e honor proprietários de dispositivos na europa, canadá, austrália, nova zelândia e outros países. from : xxxxx@xxxx.com sent : wednesday 31 august *****(phone) 21:53 to : xxxxx@xxxx.com subject : envio de recompensa resgatada boa noite, no decorrer do vosso concurso de verão realizado na app gallery, tendo eu feito o download das apps e recolhido os pontos necessários para o resgate do prémio que pretendia pergunto qual a previsão de entrega do mesmo. junto anexo foto do respetivo prémio. atentamente, hugo brito *****(phone) obter outlook para android *****(phone)","AppGallery &amp; Games /  Information request (e.g. prize delivery timeframe, how to join campaign)",,,,
